country,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides,year,month
Portugal,39.50664588,36.15499489,91605.6,854,21.42653954,0.859336078,0.135750815,100,29,1331.112025,48695.2,66390.76779,112.7163842,0.607397075,5.468423368,4.607157545,1.280750036,51.20181838,22.33199325,41.12992961,1.1492033,0.208868816,0.574535906,96,21.8675,85.675,70.42356709,3.409367,1.541102961,2.06426E+11,0.958625793,0.203295976,1.04298377,0.168872342,0.832201719,0.227201536,4.770905972,5.78449821,24.8,35.2,8.4,10.7,81.12439024,10325452,3708283,1.157668114,0.140228122,0.63874555,2016,1
Portugal,40.79190028,36.15499489,91605.6,854,23.98502811,0.806138754,0.134504512,100,27.47,1331.112025,49461.2,66613.16462,112.261936,0.993715683,5.468423368,4.607157545,1.349550009,51.20181838,22.65334671,39.10418576,1.181238055,0.209096208,0.783440173,96,21.8675,86.28916667,74.66096815,3.64,1.340259639,2.42313E+11,1.115095258,0.208318025,1.107582092,0.152301222,0.874975383,0.22204648,4.675159931,5.75663424,24.8,33.5,8.5,11,81.32439024,10283822,3577639,1.17851007,0.122449711,0.787184634,2018,1
Qatar,5.684754522,0,11610,74,13.45686473,0.670674503,0.199051619,100,0.07,14671.72879,50026.5,68218.93779,106.1062016,13.75816258,-3.191431658,4.607157545,0.730717461,51.20181838,15.53662303,25.60454474,0.459136933,0.229658231,0.574535906,96,21.8675,63.41375,37,2.98,1.9598416,79712087912,0.952527702,0.26269111,0.519775093,0.180961341,0.398662835,0.21583496,4.138329983,1.54760242,24.8,35.7,12.751,1.673,77.016,1231893,25660,-1.040322661,0.137756124,0.730582636,2007,1
Qatar,5.865633075,0,11610,74,13.45686473,1.400047421,0.165427878,100,0.13,15393.60282,60912.1,86697.95181,147.5886305,-2.425256752,0.273060307,4.607157545,0.730717461,51.20181838,15.53662303,25.60454474,0.849948764,0.216294855,0.590807378,96,21.8675,63.41375,69,2.95,1.473909083,1.25122E+11,1.15385592,0.239330947,0.845954716,0.152733773,0.596593678,0.198484197,4.539659977,1.32764482,24.8,35.7,10.803,1.263,78.425,1713504,25685,-1.012137175,0.127588466,0.23343985,2010,1
Romania,59.28922528,28.14519988,229890,637,12.65901258,-0.23033078,0.134402454,96.14613342,18.16,2529.906888,96728.6,126730.562,90.83901866,4.837329283,-2.130870771,6.239166667,0.511479974,17.61361466,17.53952573,32.79392029,-0.352275401,0.206035256,0.574535906,96,21.8675,63.41375,28.3,2.91,1.49361826,1.74589E+11,0.198067933,0.239249796,-0.105703734,0.141406834,0.506391943,0.182900205,4.149539948,4.09066439,24.8,37.5,10.3,12.1,72.56585366,20882982,9723952,0.498997658,0.124272451,1.827014066,2007,1
Romania,61.53444903,28.31993045,230050,637,11.04342647,-0.352394611,0.12382511,97.09669495,24.08,2550.863291,77601.9,106101.8782,88.01074114,6.091416686,7.706709952,6.861666667,0.446660012,34.13583726,16.24268072,34.83769275,-0.112342447,0.208492503,0.599882483,96,21.8675,63.41375,39.93,2.84,1.226976607,1.70029E+11,0.273600399,0.239330947,0.106409565,0.132557839,0.67256701,0.177897826,3.417170048,4.606637,41.5,35.5,10.5,12.8,73.45853659,20246871,9348183,0.432130426,0.125552282,1.308075928,2010,1
Romania,59.70350404,28.99480045,230020,637,12.39335544,-0.381443471,0.116355352,97.76534271,21.53,2604.243137,81843.8,108406.7203,87.20126511,3.334922677,7.250336431,5.060416667,0.462399989,40.38824264,17.15721394,32.29728135,-0.16948463,0.201146349,0.574535906,96,21.8675,63.41375,45.87999425,3,1.173925228,1.79133E+11,0.082341559,0.219665527,0.092900537,0.127773553,0.564533114,0.18164286,2.823220015,3.63839698,43.2,36.5,10,12.7,74.41219512,20058035,9231911,0.318529606,0.118001364,1.05278223,2012,1
Romania,60.10952712,29.65824061,230080,637,16.69779766,-0.223876476,0.119011506,98.42689514,24.31,2584.411787,71539,98499.64262,86.53068063,1.068309877,6.641973735,4.605,0.382079989,46.26934363,17.93983163,32.44298947,0.225672603,0.204176322,0.574535906,96,21.8675,63.41375,54.08,3.261155,1.347663784,1.99714E+11,0.049136128,0.192247406,0.242191851,0.137211248,0.600805342,0.190162286,3.125080109,3.96122551,40.3,36,10,12.8,74.9097561,19908979,9178039,0.428146094,0.124685392,1.625338436,2014,1
Romania,58.76651599,30.11582928,230080,637,17.83392181,-0.177830175,0.12338236,99.1,24.4,1331.112025,71585.2,99274.84313,85.63224531,-1.544796668,3.009005202,3.293333333,0.48864001,47.279933,17.1121252,32.22530449,-0.067930534,0.200039595,0.574535906,96,21.8675,63.41375,59.50395129,2.99312,1.427704541,1.85288E+11,0.266823202,0.203295976,0.453534782,0.153430045,0.566330016,0.188440174,3.025599957,3.91185784,38.8,34.4,10.4,13.1,75.2097561,19702267,9082745,0.540918291,0.122539222,1.54562472,2016,1
Romania,58.30146036,30.11582928,230080,637,19.00768722,-0.22668846,0.123989016,99.82265472,23.03,1331.112025,75190.2,103464.5622,84.63999478,4.625484431,0.561074218,2.540123706,0.497289985,42.56210413,14.38335468,32.54017012,-0.177010819,0.200347409,0.594410121,96,21.8675,76.49916667,70.68127793,3.12,1.791444235,2.43316E+11,0.036215875,0.208318025,0.367517263,0.137300074,0.406415403,0.197632849,3.319180012,4.43120813,32.5,35.8,10.8,13.6,75.35853659,19473970,8958416,0.533273637,0.112149946,1.275068939,2018,1
Russian Federation,13.15584446,49.66347433,16377740,460,8.03552362,-1.017580867,0.135355458,98.20620728,3.67,6286.049392,1658148.6,2291497.557,8.71946398,9.007298689,-3.344926612,4.607157545,1.116109967,7.158430117,16.55131306,23.00653269,-0.41220358,0.208708152,0.574535906,96,21.8675,63.41375,24.66,2.37,3.118542075,1.2997E+12,-0.863382518,0.239249796,-1.007557988,0.142377034,-0.255605638,0.185299605,4.138329983,2.94628835,24.8,42.3,11.3,14.6,67.58682927,142805114,37767668,-0.916404009,0.124616966,17.73156028,2007,1
Russian Federation,13.15843626,49.77358921,16376870,460,8.160292215,-1.099214792,0.13406305,99.26815796,3.34,6409.894365,1617827.5,2249521.458,8.722635522,6.849392303,-2.955083732,4.607157545,1.130200028,9.098105645,13.04834885,27.377239,-0.601686895,0.215913206,0.600548565,96,21.8675,63.41375,49,2.61,3.58508572,1.52492E+12,-0.929458737,0.239330947,-0.79579109,0.133944958,-0.310507625,0.177897826,3.847624302,3.0512259,24.8,39.5,12.5,14.2,68.84121951,142849468,37587981,-0.889000535,0.125552282,11.65156184,2010,1
Russian Federation,13.15843626,49.76857873,16376870,460,7.755606119,-1.051571608,0.123216093,100,3.24,6617.134161,1675755.9,2316611.01,8.744144699,5.074743008,0.176416619,4.607157545,1.027660012,8.551408593,13.75467304,24.19585513,-0.534914613,0.208503187,0.574535906,96,56.3,63.41375,66,2.58,3.689240435,2.20829E+12,-0.817712665,0.219665527,-0.857621253,0.128954023,-0.346864879,0.18164286,3.793100119,3.14484,24.8,40.7,13.3,13.3,70.07219512,143201721,37531739,-0.978818178,0.118001364,11.31175393,2012,1
Russian Federation,13.15843626,49.76356825,16376870,460,9.069682786,-0.918525219,0.127287656,100,3.3,6602.657479,1611960.7,2264924.245,8.78187755,7.823411839,3.397146836,4.607157545,1.072409987,11.20046128,13.2553613,26.46175398,-0.1945813,0.21989584,0.574535906,96,21.8675,63.41375,70.52,2.694479,4.112992978,2.05924E+12,-0.943617463,0.192247406,-0.772919178,0.138548478,-0.402516544,0.190162286,4.013879776,3.20183849,24.8,39.9,13.3,13.1,70.74365854,143819667,37465023,-1.044404387,0.124685392,11.44678379,2014,1
Russian Federation,13.15843626,49.77269955,16376870,460,9.809459501,-0.838142872,0.131558269,99.41022491,3.36,1331.112025,1571517.3,2246727.882,8.813796348,7.04244763,9.484354473,4.607157545,1.102380037,14.24173958,9.1831221,31.02844675,-0.323035181,0.208946407,0.574535906,96,21.8675,71.59083333,73.09143462,2.570864,5.425147705,1.27679E+12,-0.947688162,0.203295976,-0.844158888,0.156169042,-0.443195045,0.188440174,3.760440111,3.01248789,24.8,36.8,12.9,12.9,71.65121951,144342397,37292302,-1.131660104,0.122539222,10.93245966,2016,1
Russian Federation,13.15843626,49.78433608,16376870,460,9.61633217,-0.869118035,0.1304162,100,3.18,1331.112025,1661000,2371535.611,8.822067892,2.878297236,-1.028482595,4.607157545,0.990019977,16.16857899,11.4687676,28.94414784,-0.103585228,0.210913703,0.728950441,96,21.8675,75.71333333,80.86472187,2.76,3.71982244,1.65733E+12,-0.538375676,0.208318025,-0.832453251,0.139618278,-0.562712371,0.197632849,4.678199768,3.18402362,24.8,37.5,10.9,12.5,72.66219512,144477859,36938654,-1.070164561,0.127389669,8.214082865,2018,1
Rwanda,76.12484799,11.00932306,24670,1212,13.45686473,0.007067768,0.193327934,12.79682064,90.31,1331.112025,653.34,4268.549959,386.0222132,9.080722059,2.712119383,4.607157545,0.730717461,51.20181838,15.53662303,25.60454474,-0.245746776,0.226793408,0.574535906,96,21.8675,63.41375,2.115387178,1.77,1.365678347,4070746222,-0.360214412,0.28083846,-0.579642594,0.164988875,-0.691658378,0.169043511,3.985140085,1.74706471,24.8,35.7,38.005,9.186,59.965,9523168,7911753,-1.246035695,0.122073121,2.814189416,2007,1
Rwanda,77.90839076,10.74179165,24670,1212,15.75962798,0.365169644,0.176127702,9.7,90.47,1331.112025,703.68,4890.541827,417.8772193,-0.246128693,13.38690432,10.53625,0.730717461,51.20181838,15.53662303,25.60454474,-0.15843907,0.196730897,0.574535906,96,21.8675,63.41375,8,2.04,1.216792682,6125216482,-0.272093862,0.273786128,-0.330831766,0.143937618,-0.239782363,0.159789994,4.631309986,2.0403583,44.4,47.2,34.836,8.068,62.54,10309031,8563300,-1.327171206,0.116107762,2.822767727,2010,1
Rwanda,79.40818808,10.82286178,24670,1212,13.57694089,0.559880137,0.172598794,17.5,88.78,1331.112025,814.13,4943.253063,439.4136198,10.27101823,11.4377336,7.290124124,0.730717461,51.20181838,15.53662303,25.60454474,-0.101652063,0.191644534,0.574535906,96,21.8675,63.41375,8.023854277,2.27,1.042249628,7655465590,-0.230615199,0.236767888,-0.25050208,0.137492612,-0.12608774,0.182507113,4.421030045,2.05578661,24.8,35.7,32.818,7.604,64.009,10840334,9003656,-1.277656555,0.118621759,2.361550853,2012,1
Rwanda,81.31333604,10.9039319,24670,1212,15.3772278,0.77630049,0.17162168,19.8,87.95,1331.112025,923.92,5125.387999,460.8208756,2.354490528,11.96102716,12.84186497,0.730717461,51.20181838,12.94637178,17.41591599,-0.052253399,0.183071256,0.574535906,96,21.8675,63.41375,10.6,2.759116,1.102738752,8239766320,-0.313469648,0.207291052,0.070237465,0.148916885,0.185563326,0.183876052,4.196390152,2.19475436,24.8,35.7,32.085,6.953,64.94,11368451,9439566,-1.112191081,0.131211668,3.764804732,2014,1
Rwanda,81.27280097,11.02553709,24670,1212,20.99254163,0.618455648,0.170101255,29.37,85.5,1331.112025,1148,5704.471848,483.6197406,7.17434302,11.67534946,11.25006973,0.649439991,51.20181838,14.41482742,18.4579804,0.013704088,0.176389962,0.574535906,96,21.8675,60.12291667,14.6,2.986229,1.240506791,8696069807,-0.066518664,0.219450057,0.096975163,0.165052712,0.011626933,0.176588982,3.434789896,2.23370934,28.7,43.7,31.659,6.49,65.737,11930899,9895965,-1.154162645,0.128278241,3.285586305,2016,1
Rwanda,79.00283745,11.10660722,24670,1212,20.4525945,0.535657406,0.156334162,37.95683289,82.82,1331.112025,1403.4,6106.433212,507.9776246,-0.31121016,17.69802337,11.85351064,0.730717461,51.20181838,14.25215136,18.68945542,0.079529911,0.176990464,0.376912028,96,21.8675,66.70625,19.2,2.97,1.234551915,9636254325,0.101642534,0.225225404,0.109598584,0.149183214,0.033973776,0.175995961,3.073750019,2.34202266,24.8,35.7,31.158,6.227,66.251,12531808,10374959,-1.141441464,0.135100797,2.274213038,2018,1
Saudi Arabia,80.79071866,0.454484135,2149690,59,19.1002807,-0.169473514,0.175951049,100,0.01,6622.899608,354617.4,467557.6683,12.28087213,4.167823301,5.468423368,4.607157545,0.04521,51.20181838,15.53662303,25.60454474,-0.136533141,0.222549304,0.574535906,96,21.8675,63.41375,30,3.02,8.527049978,4.15965E+11,-0.467305243,0.244294539,0.067988209,0.167089179,0.017053837,0.209739894,4.138329983,2.50740147,24.8,35.7,23.242,2.719,75.046,26400068,4903285,-1.705146909,0.130472928,1.003785293,2007,1
Saudi Arabia,80.75373659,0.454484135,2149690,59,12.34149053,0.329810768,0.151851282,99.89,0.01,1331.112025,527565.7,715864.5017,16.28985249,2.45814158,5.468423368,4.607157545,0.730717461,51.20181838,8.292496739,28.06098293,0.273761809,0.210913703,0.580753028,96,21.8675,59.12166667,93.31000185,3.01,9.137180496,8.46584E+11,-0.660840631,0.206635833,0.117317118,0.162524104,-0.090882264,0.21259369,4.138329983,3.89233899,24.8,35.7,18.703,2.655,77.212,35018133,5657530,-1.691343427,0.134364933,0.639668597,2018,1
Serbia,40.85181797,30.15206952,87460,1110,15.41527694,-0.341682166,0.156317025,99.59294128,14.03,4159.137225,51463.6,68138.41124,84.39948548,6.391706444,-3.963634505,-2.090833333,0.578769982,51.20181838,21.30211447,34.38044173,-0.255289197,0.227243766,0.574535906,96,21.8675,63.41375,33.15,2.28,2.25051717,43170990616,-0.591357946,0.26269111,-0.464271188,0.167728454,-0.437243164,0.205704972,4.209839821,5.72144413,24.8,35.7,9.22,13.92,73.63170732,7381579,3371315,0.305300176,0.129054219,2.204126899,2007,1
Serbia,40.26526412,31.01989481,87460,1110,16.86614151,-0.31941554,0.139425039,99.718398,20.47,4358.812174,47103.9,62994.96792,83.3688086,6.142553602,-0.917490261,-6.242777778,0.702279985,51.20181838,20.22926705,36.56107909,-0.076083638,0.224951923,0.651123822,96,21.8675,63.41375,40.9,2.69,2.085965342,41819468692,-0.421741664,0.243547097,-0.430014491,0.137937218,-0.065657973,0.182336196,4.327809811,5.81205034,24.8,35.7,9.4,14.2,74.33658537,7291436,3281657,0.285615712,0.125798941,1.72464512,2010,1
Serbia,39.59067002,31.04975989,87460,1110,17.99827167,-0.357432961,0.128878713,99.78630066,19.47,4386.534552,45790.2,62462.4487,82.31279442,7.330385896,5.468423368,4.607157545,0.853160024,51.20181838,18.55250021,36.89340259,-0.173352405,0.21769622,0.574535906,96,21.8675,63.41375,48.1,2.8,1.970993656,43309252921,-0.217299461,0.221984327,-0.332835764,0.132485062,-0.070326254,0.188672721,4.164209843,5.79436255,24.8,39.9,9.3,14.2,74.83658537,7199077,3213956,0.198943496,0.118264735,1.449017727,2012,1
Serbia,40.09147039,31.07962497,87460,1110,20.13606706,-0.24708949,0.131587863,99.66079793,23.25,4271.744667,38980.7,55198.86327,81.5295678,2.082447939,5.468423368,4.607157545,0.723089993,51.20181838,21.9701414,42.69486608,0.002235855,0.232782915,0.574535906,96,21.8675,63.41375,62.07508046,2.962556,1.940768764,47062202419,0.184110776,0.196386188,-0.094555423,0.142986476,0.181434169,0.197846994,3.926980019,5.38649607,42.6,40.5,9.3,14.2,75.33658537,7130576,3167188,0.212628603,0.124897428,1.564165239,2014,1
Serbia,39.51520695,31.10198948,87460,1110,22.38325581,-0.382535666,0.138142213,99.94739532,20.91,1331.112025,46635,62973.06836,80.70343014,1.122313974,5.468423368,4.607157545,0.83822,51.20181838,23.28991506,39.2141143,-0.038201619,0.219929546,0.574535906,96,21.8675,69.10416667,67.05684137,2.762577,1.745155727,40692661657,0.133281603,0.206087306,-0.126964137,0.16453886,0.024931239,0.196718767,3.63470006,4.87050915,38.5,38.8,9.2,14.3,75.68780488,7058322,3119072,0.199925393,0.122665294,1.54805207,2016,1
Serbia,39.60667734,31.12279899,87460,1110,25.87736723,-0.396321565,0.13549161,99.99190521,21.05,1331.112025,46192.4,61655.12499,79.8376858,1.959840763,5.468423368,4.607157545,0.918910027,51.20181838,23.59818704,36.68430998,0.074625514,0.224906608,0.759485483,96,21.8675,75.28541667,73.36070915,2.84,1.614937596,50640662859,0.005221334,0.212307975,-0.170304462,0.144306988,0.099695772,0.206044436,3.582319975,5.06508875,34.3,35,9.2,14.6,75.8902439,6982604,3065922,-0.014971706,0.127507299,1.412463959,2018,1
Sierra Leone,50.20393461,38.67194514,72180,2526,6.473600822,-0.919340312,0.204961494,13.00684071,86.35,1331.112025,503.2,4442.245921,82.28266833,11.64997445,17.2585671,6.592291667,0.730717461,51.20181838,15.53662303,25.60454474,-1.152436376,0.232345015,0.574535906,96,21.8675,63.41375,0.239834699,1.95,1.346993361,2126679544,-0.061578196,0.290890962,-0.994199395,0.185644314,-1.090546489,0.169860795,2.596780062,1.07384503,24.8,35.7,40.796,15.345,50.365,5939163,3700752,-0.218499303,0.116473489,2.256209986,2007,1
Sierra Leone,54.45247991,37.85203658,72180,2526,11.95922491,-0.780791581,0.17699872,11.46217307,84.89,1331.112025,560.2,4535.29694,89.17564422,7.185662757,3.249551946,4.038333333,0.730717461,51.20181838,15.53662303,25.60454474,-1.20814538,0.190859333,0.574535906,96,21.8675,63.41375,0.58,1.97,0.972150455,2578159804,-0.236645371,0.267576218,-0.9471398,0.145553544,-0.760722637,0.157120168,2.588510036,1.27227926,24.8,35.7,38.887,13.089,53.693,6436698,3935655,-0.157845289,0.115113996,2.532354322,2010,1
Sierra Leone,53.15392075,37.30545858,72180,2526,18.56164926,-0.957400441,0.135037094,17.1558876,79.06,1331.112025,854.7,5844.26075,94.05080355,6.587762394,7.995972736,-1.396875,0.730717461,51.20181838,15.53662303,25.60454474,-1.220113039,0.180305511,0.574535906,96,21.8675,63.41375,2.5,2.08,0.782800531,3789251613,-0.279945284,0.221984327,-0.867620051,0.129535437,-0.710573137,0.171183646,2.881599903,0.95205772,24.8,35.7,37.569,11.939,55.451,6788587,4097455,-0.320652544,0.107736073,1.664558349,2012,1
Singapore,1.151079137,25.21194245,695,2497,82.11896604,2.231212378,0.147067979,100,0.5,8706.579067,38286,51332.50527,6602.300719,2.104880036,-0.55404274,2.975833333,2.319859982,77.2760743,12.8204282,12.14898848,2.407860518,0.208942026,0.574535906,96,21.8675,63.41375,69.9,4.19,3.602552791,1.80942E+11,1.174211025,0.239249796,1.595723987,0.158321828,1.808868408,0.200265899,2.946749926,0.95031685,24.8,35.7,10.3,4.5,80.44146341,4588599,0,-0.363209665,0.137219772,0.385996435,2007,1
Singapore,1.054131054,25.27122507,702,2497,83.77562825,2.171362877,0.141230866,100,0.47,8679.99335,42413.6,55950.37906,7231.811966,2.823661349,4.225382135,5.045,1.929180026,101.4497824,12.78582397,12.41280433,2.281125546,0.216294855,0.847185731,96,21.8675,63.41375,71,4.09,3.38139844,2.39808E+11,1.169414878,0.239330947,1.618847609,0.154567599,1.783599377,0.198484197,3.080440044,1.14910603,24.8,35.7,9.3,4.4,81.54146341,5076732,0,-0.208965808,0.134045854,0.367961086,2010,1
Singapore,1.033994334,24.40906516,706,2497,88.90793774,2.115708113,0.135262251,100,0.51,8673.985216,43692.3,58591.52623,7524.6983,4.575602704,4.860577563,5.105833333,1.918329954,107.8280936,13.58066874,12.38396238,2.202586174,0.208789214,0.574535906,96,21.8675,63.41375,72,4.13,3.10816619,2.95093E+11,1.368174553,0.219665527,1.724078059,0.149538174,1.957902074,0.200778544,3.070859909,1.30787134,24.8,35.7,10.1,4.5,81.99512195,5312437,0,0.05309137,0.123527609,0.204422799,2012,1
Singapore,0.930888575,23.58984485,709,2497,101.7728881,2.067563772,0.129113451,100,0.59,8844.687593,44398.5,60657.51579,7714.702398,1.02514803,5.632323555,4.607157545,2.082279921,99.60979867,13.55655713,13.15106559,2.218090773,0.219969869,0.574535906,96,21.8675,63.41375,82.1,4.004448,3.047860385,3.14864E+11,1.186271429,0.192247406,1.820654988,0.160251245,2.226360083,0.206213281,2.924366713,1.74364483,24.8,35.7,9.8,4.7,82.49512195,5469724,0,-0.098644964,0.129580751,0.251323871,2014,1
Singapore,0.930888575,22.9696756,709,2497,97.35759756,2.041591167,0.135920539,100,0.71,1331.112025,44969.8,62652.87413,7908.720733,-0.53226874,4.857710615,4.607157545,2.07291007,109.0645877,13.30966466,14.44372302,2.214573145,0.208946407,0.574535906,96,21.8675,62.80208333,84.45226789,4.143632,3.09756463,3.1903E+11,1.477468967,0.203295976,1.785961628,0.168807402,2.17064333,0.202891126,2.8732059,2.078861,24.8,35.7,9.4,4.8,82.84634146,5607283,0,-0.15036881,0.126810566,0.315129747,2016,1
Singapore,0.924369748,22.31092437,714,2497,108.3226881,2.134553909,0.13465859,100,0.78,1331.112025,45212.1,64328.24466,7897.305322,0.438620118,1.734056407,4.607157545,1.809579968,110.7644223,13.01394957,14.69215972,2.23167038,0.210913703,0.88708365,96,21.8675,74.26166667,88.16563603,4,2.807062448,3.76869E+11,1.468008995,0.208318025,1.802677035,0.152695909,2.121737957,0.197632849,2.856470108,2.03740263,24.8,35.7,8.8,5,83.29756098,5638676,0,-0.076766916,0.131775856,0.154784479,2018,1
Slovak Republic,40.12474012,39.77047817,48100,824,19.08517982,0.296645999,0.147374898,100,8.23,5272.370783,37190.3,45149.44878,111.7385031,2.756723716,5.468423368,4.607157545,0.447459996,34.99149159,16.74890053,34.86044566,0.690660715,0.212812349,0.574535906,96,21.8675,63.41375,61.8,2.92,1.478388924,86563986799,1.036687136,0.256448686,0.428628772,0.152300805,0.974188089,0.189462408,3.523210049,4.93226337,24.8,24.7,10.1,10,74.20731707,5374622,2404552,0.947436213,0.142553404,1.524622089,2007,1
Slovak Republic,40.43791978,39.88085089,48091,824,15.01635184,0.248165295,0.124736272,100,10.28,5201.404897,35432.2,43071.85402,112.1088769,0.957018133,5.468423368,4.607157545,0.605499983,45.56012091,15.00358024,39.49261387,0.781369269,0.208492503,0.67835772,96,21.8675,63.41375,75.71,3.24,1.249182959,91162836320,1.053316832,0.239330947,0.563034415,0.132557839,0.999186158,0.177897826,4.044799805,5.46459436,20.6,27.3,11.2,9.9,75.11219512,5391428,2443126,0.91094625,0.129300565,1.649240312,2010,1
Slovak Republic,40.08068541,39.91528032,48088,824,15.85057001,0.069280498,0.123245612,100,10.47,5137.789018,32347.1,39207.7126,112.4517343,3.606102635,5.468423368,4.607157545,0.794610023,58.48775229,15.51610629,39.17420783,0.781547546,0.201146349,0.574535906,96,21.8675,63.41375,76.70999012,3.03,1.078082838,94623731086,1.08840096,0.224335819,0.485911757,0.132229805,1.040906668,0.191134721,3.859009981,5.38078308,20.5,26.1,10.3,9.7,76.1097561,5407579,2472345,0.973016918,0.129897103,1.386505255,2012,1
Slovak Republic,39.29700499,39.95386855,48080,824,17.78941613,0.122271441,0.12841706,100,12.24,5137.073835,30438.1,37218.38948,112.7006864,-0.07616533,5.468423368,4.607157545,0.876999974,65.8810865,17.43578416,40.15887913,0.793949068,0.204176322,0.574535906,96,21.8675,63.41375,79.98,3.254533,0.984879429,1.01437E+11,1.039121151,0.195739418,0.485101789,0.142331928,0.885451794,0.200207934,4.215899944,5.4802556,18.4,26.1,10.2,9.5,76.81219512,5418649,2492579,0.959610283,0.136254102,1.328518928,2014,1
Slovak Republic,39.22628952,40.00353577,48080,824,20.07559767,0.152693763,0.131825,100,13.09,1331.112025,31497.8,38503.02744,112.9533694,-0.520010196,5.468423368,4.607157545,0.788569987,66.41586188,18.09177304,40.49618805,0.794448376,0.200039595,0.574535906,96,21.8675,82.20208333,80.47585728,3.336895,1.116098937,89952699525,0.708230555,0.207869694,0.597371817,0.161716014,0.876968384,0.200808108,3.900789976,5.68801165,18.1,25.2,10.6,9.6,77.16585366,5430798,2508703,0.961433291,0.131157085,1.104727525,2016,1
Slovak Republic,39.28868552,40.05615641,48080,824,21.68645534,0.230566427,0.132513404,100,12.43,1331.112025,33005.1,39884.28728,113.2855865,2.514037129,5.468423368,4.607157545,0.83555001,63.78348018,18.5467404,37.29450848,0.581503808,0.200347409,0.680050135,96,21.8675,85.71625,80.44892248,3.03,1.221700974,1.06138E+11,0.736512184,0.212974012,0.472636402,0.144312963,0.798312306,0.21259369,3.952909946,5.30704069,16.3,25,10.6,10,77.26585366,5446771,2520439,0.847073376,0.118757293,1.230092355,2018,1
Slovenia,24.72691162,61.70804369,20140,1162,20.28974733,1.009995461,0.147374898,100,18.35,7137.824175,16283.4,19517.75294,100.2046673,3.657495633,5.468423368,4.607157545,1.427029967,51.20181838,20.07475112,36.98065283,0.888730526,0.212812349,0.574535906,96,21.8675,63.41375,56.74,3.14,1.442914542,48067401207,1.098629355,0.256448686,0.945623457,0.152300805,0.800101042,0.189462408,5.11661005,5.27593756,24.8,24.4,9.8,9.2,78.56097561,2018122,969042,1.062970877,0.139744386,1.186222617,2007,1
Slovenia,30.96663391,61.89752906,20146.2,1162,22.95487141,0.91739136,0.134540662,100,20.07,6510.841884,15777.2,18806.32624,101.6858266,1.801170221,5.468423368,4.607157545,2.05133009,51.20181838,18.05730237,43.32504242,1.014785886,0.215913206,0.752130032,96,21.8675,63.41375,70,2.87,1.603125212,48208240226,0.866508842,0.239330947,1.001982331,0.135176718,0.759355605,0.177897826,5.545460224,6.19808054,18.3,24.9,10.9,9.1,79.42195122,2048583,969840,1.048638105,0.131690413,0.729115401,2010,1
Slovenia,30.36826717,61.91892066,20145.7,1162,25.00651099,0.832158983,0.123361498,100,20.22,6718.975052,15123.6,18134.54044,102.1140492,2.59741386,5.468423368,4.607157545,2.560610056,51.20181838,17.86731691,43.3548205,1.018315077,0.208503187,0.574535906,96,21.8675,63.41375,68.34997453,3.29,1.166791234,46577793184,0.935110688,0.219665527,1.009067059,0.130108804,0.625475347,0.18164286,5.620230198,6.1747551,19.6,25.6,10.7,9.4,80.12439024,2057159,964643,0.999778092,0.122110285,0.676539635,2012,1
Slovenia,30.52830189,61.95630586,20140,1162,26.42406354,0.721844375,0.126321599,100,22.91,6727.999302,13112.7,16006.08164,102.3823237,0.199343827,5.468423368,4.607157545,2.365479946,51.20181838,18.16881795,44.56018197,0.996909559,0.21989584,0.574535906,96,21.8675,63.41375,71.59,3.383272,0.973739588,49997186439,0.965773404,0.192247406,0.999612212,0.138548478,0.657770276,0.190162286,5.291699886,5.99596119,20.4,25.7,10.3,9.2,81.07804878,2061980,957645,0.956131041,0.127937168,0.771115182,2014,1
Slovenia,30.65633999,61.85929898,20142,1162,27.41681564,0.78522104,0.131558269,100,20.96,1331.112025,13903,16917.94554,102.5241783,-0.054999542,5.468423368,4.607157545,2.007639885,51.20181838,18.60665782,41.20410599,1.087734461,0.208946407,0.574535906,96,21.8675,86.86625,75.49850426,3.184508,1.004287078,44766722791,0.979141891,0.203295976,1.050758123,0.156169042,0.627829552,0.188440174,4.792669773,6.11774063,18.4,24.8,9.9,9.5,81.17560976,2065042,949506,1.010924101,0.125633404,0.478464321,2016,1
