country,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides,year,month
Chile,17.70645917,23.4312928,743532,1522,9.687736034,1.441059232,0.135827184,100,26.95,3895.436156,76560.3,96490.37495,23.78795802,4.718675279,2.121025308,4.607157545,0.376679987,51.20181838,17.04450121,20.67525226,1.035442948,0.219756946,0.574535906,96,21.8675,63.41375,61.11,3.255786,1.967106877,2.59561E+11,0.447516918,0.192247406,1.34896946,0.158443078,1.484589577,0.206213281,4.751679897,3.72688317,24.8,35.7,13.545,6.12,79.473,17687108,2245732,1.055939794,0.127283365,2.476379971,2014,1
Chile,16.71920913,23.83086404,743532,1522,9.095519236,1.023324966,0.138214633,100,24.55,1331.112025,86504.7,106621.636,24.32158804,3.786193559,0.982913241,4.607157545,0.371030003,51.20181838,17.46896441,22.12686348,0.834684908,0.208748758,0.574535906,96,21.8675,79.68125,83.55858602,3.248442,1.924158448,2.49345E+11,0.402406216,0.203295976,0.960226476,0.161673769,1.363908291,0.202891126,5.36646986,4.22976255,24.8,35.7,12.7,6.107,80.079,18083879,2274590,0.995688796,0.125471592,3.428467879,2016,1
Chile,15.73330401,24.16152903,743532,1522,8.717995797,0.958148718,0.131931379,100,25.46,1331.112025,86581.3,107364.6255,25.15217906,2.434889814,2.547312161,4.607157545,0.369159997,51.20181838,18.3955245,22.61798701,0.907250464,0.203558624,0.665265143,96,21.8675,80.50458333,84.9,3.32,1.877613957,2.95858E+11,0.412628829,0.208318025,0.939828157,0.14639315,1.300452352,0.197632849,5.473060131,4.65451145,24.8,35.7,11.94,6.327,80.133,18701450,2325712,1.025870562,0.129126608,4.411422526,2018,1
China,56.1374177,20.61387789,9388210.8,645,7.476764041,-0.599234641,0.147818327,98.4865036,14.88,2325.926769,6993182.8,8551053.498,140.3765881,4.816767674,-0.259570585,4.607157545,1.373690009,51.20181838,9.771406065,25.60454474,0.165997371,0.206260249,0.574535906,96,21.8675,63.41375,16,3.32,1.750164585,3.55033E+12,-0.500553727,0.239249796,-0.597397745,0.153129235,-0.23336342,0.19724673,2.700734854,1.43417549,24.8,35.7,12.1,6.93,74.762,1317885000,722214159,-1.721250176,0.116539307,1.219738079,2007,1
China,56.18347308,21.36832885,9388211,645,6.106927594,-0.570009887,0.137335002,99.7,12.26,2943.589954,8474922.7,10211636.79,142.4877434,3.175324753,-1.002401212,4.607157545,1.713719964,51.20181838,10.21204861,25.60454474,0.091844857,0.20718582,0.574535906,96,21.8675,63.41375,34.3,3.49,1.733519862,6.08719E+12,-0.657060683,0.239330947,-0.472601861,0.148878917,-0.320954978,0.186796233,3.754642487,2.19598818,24.8,43.7,11.9,7.11,75.599,1337705000,679206337,-1.680547476,0.113774434,0.994665915,2010,1
China,56.02352781,21.78092589,9388211,645,5.659465353,-0.438275933,0.13246806,99.94743347,11.53,3466.019539,9540539.7,11374795.58,144.243669,2.619524326,3.58520353,4.607157545,1.912140012,51.20181838,10.25676868,25.60454474,0.015367764,0.201531366,0.574535906,96,27.5,63.41375,42.30011749,3.52,1.700942672,8.53219E+12,-0.53878206,0.219665527,-0.545384467,0.143543452,-0.284332842,0.192174211,3.944094181,2.54478717,24.8,42.2,14.57,7.13,76.192,1354190000,653193546,-1.63794148,0.111994892,0.825868842,2012,1
China,55.86326298,22.19352292,9388211,645,6.22420029,-0.337421417,0.128110841,100,11.91,3905.317598,10021043.4,11940737.42,146.1258167,1.921641628,4.522308433,4.607157545,2.022429943,51.20181838,9.678618827,25.60454474,0.35540399,0.207121238,0.574535906,96,21.8675,63.41375,47.9,3.531463,1.738409288,1.04756E+13,-0.522584021,0.192247406,-0.396166623,0.157762945,-0.331334412,0.198224083,3.580334187,2.79103708,24.8,39.2,13.83,7.12,76.717,1371860000,627502483,-1.616667509,0.127646521,0.727914756,2014,1
China,55.70300409,22.63049793,9388210,645,5.785946935,-0.267868012,0.133560687,100,12.6,1331.112025,9860914,11773340.79,147.8226414,2.000001822,2.901815389,4.607157545,2.100330114,51.20181838,9.122915561,25.60454474,0.356864214,0.202374369,0.574535906,96,21.8675,53.63625,53.2,3.661104,1.76888659,1.12333E+13,-0.502221346,0.203295976,-0.324869663,0.168004408,-0.314001739,0.19748807,3.761115551,2.89319348,24.8,38.5,13.57,7.04,77.218,1387790000,600413466,-1.559570432,0.125605717,0.615882984,2016,1
China,55.54273924,23.03091218,9388210,645,5.464605963,-0.286587775,0.128412098,100,13.55,1331.112025,10567262,12524335.16,149.4171945,2.0747904,0.821501872,4.607157545,2.140579939,51.20181838,9.052685732,25.60454474,0.496618092,0.207521453,0.647098839,96,21.8675,55.53625,59.2,3.61,1.673578209,1.38949E+13,-0.298641503,0.208318025,-0.186719537,0.152450114,-0.228585526,0.19148089,3.542494535,2.91554713,24.8,38.5,10.86,7.08,77.744,1402760000,572999405,-1.459927917,0.129258648,0.531025484,2018,1
Colombia,38.2478594,55.32771789,1109500,3240,5.830823503,-0.279160351,0.152760714,95.98040771,30.3,998.4163608,59709.9,151267.0656,39.03252096,5.544384858,9.67644438,4.607157545,0.183070004,51.20181838,15.53662303,25.60454474,-0.05022138,0.206051856,0.574535906,96,21.8675,63.41375,21.8,2.5,3.286301709,2.0623E+11,-1.806527257,0.239249796,-0.432980388,0.14758797,0.284262538,0.19724673,4.083010197,4.58606243,24.8,35.7,18.173,4.993,73.837,43306582,10040198,-0.165321603,0.115376562,39.71220864,2007,1
Colombia,38.30824696,54.8064804,1109500,3240,5.811305627,-0.423333108,0.156813934,96.788995,29.63,1104.491269,64146.1,162038.7755,40.39306715,2.272002279,5.372224027,4.607157545,0.193580002,72.45266993,12.1421652,25.40438426,-0.123824142,0.204734981,0.580249488,96,25.6,63.41375,36.5,2.77,3.636915046,2.86499E+11,-1.537184834,0.239330947,-0.27138561,0.144613743,0.157253936,0.186796233,4.83382988,5.10725737,29.7,54.6,16.909,4.924,75.033,44816108,9875678,-0.13235718,0.112328812,34.49429388,2010,1
Colombia,38.41153673,54.56380171,1109500,3240,5.804356283,-0.422298342,0.137697056,97.032176,28.8,1177.569983,70223.2,164091.467,41.26400811,3.169301888,8.655350954,4.607157545,0.221159995,65.22769588,13.22699071,25.0329863,-0.001164993,0.201149002,0.574535906,96,21.8675,63.41375,48.98,2.87,3.156005863,3.70691E+11,-1.401810408,0.219665527,-0.325919122,0.14212063,0.326594681,0.192174211,4.370389938,4.71287298,26.5,52.6,16.344,4.982,75.597,45782417,9751197,-0.063991345,0.111649998,35.90898226,2012,1
Colombia,40.3785489,54.32112303,1109500,3240,6.491210347,-0.397179246,0.134030491,97.790938,32.22,1320.34513,80091,175835.9665,42.07115548,2.898837878,8.442949352,4.607157545,0.303169996,47.97616952,15.69974837,30.16259177,-0.135249034,0.206943452,0.574535906,96,21.8675,63.41375,52.57,2.639637,3.108258848,3.81241E+11,-1.114594102,0.192247406,-0.251975983,0.156036824,0.444412023,0.198224083,4.629459858,5.05892658,21.6,52.6,15.834,5.106,76.043,46677947,9608655,-0.043301202,0.126920462,28.58523319,2014,1
Colombia,40.35042812,54.04190176,1109500,3240,7.670702697,-0.384032637,0.136510596,98.4,30.6,1331.112025,83526.2,178893.9855,42.92560162,7.513460246,9.032095057,4.607157545,0.270509988,66.90716091,14.38521293,28.6308351,-0.036480796,0.199749023,0.574535906,96,21.8675,71.59,58.13649357,2.612351,3.071131026,2.8272E+11,-0.887163997,0.203295976,-0.265702873,0.160967916,0.339025348,0.19748807,4.477210045,5.29663372,17.6,50.6,15.353,5.213,76.471,47625955,9473755,0.121845424,0.125269637,26.04042243,2016,1
Colombia,39.70076611,53.66424516,1109500,3240,7.667358642,-0.339970648,0.126671717,98.5,30.57,1331.112025,79355.2,182787.6556,44.41366471,3.240569329,7.15306949,4.607157545,0.312330008,71.65057025,14.60984245,29.97179072,-0.139319524,0.20050399,0.598653853,96,21.8675,71.11208333,64.12637682,2.94,3.033232739,3.34198E+11,-0.806959629,0.208318025,-0.38366577,0.146176517,0.224889174,0.19148089,4.449100018,5.46089888,19.1,50.4,14.841,5.311,76.748,49276961,9472017,0.172091424,0.127886236,26.23132516,2018,1
Croatia,21.47809306,34.12014867,55964,1113,27.97897686,0.059037972,0.144212425,99.8337326,22.66,3846.674077,22872,30077.64122,77.01767207,2.899282756,4.848928582,4.607157545,0.784929991,43.25889917,20.51121332,36.57069519,0.456446975,0.209980816,0.574535906,96,26.5,63.41375,41.44,2.71,1.616797625,59319172947,0.605396986,0.256448686,0.038477756,0.151114985,0.411397368,0.1868999,3.977319956,6.41076326,24.8,35.7,9.4,11.798,75.70560976,4310217,1954640,0.517976046,0.134046122,1.407321522,2007,1
Croatia,23.83317847,34.30776928,55964,1113,25.39064428,0.023101466,0.141443595,100,29.75,3922.310867,19457.3,26151.57551,76.75339504,1.030555053,9.360439302,4.607157545,0.732339978,65.52389976,19.45787776,41.97690599,0.581434488,0.225089997,0.693299353,96,21.8675,63.41375,56.55,2.77,1.681190044,58819429750,0.608463645,0.255335242,0.080469035,0.143186182,0.489483297,0.185852662,4.227210045,6.69001961,31.1,32.4,9.8,11.8,76.47560976,4295427,1926284,0.47642836,0.133147687,1.419192333,2010,1
Croatia,23.78314631,34.32206418,55964,1113,28.37085681,-0.025457293,0.123361498,100,29.4,3819.280253,17403,23888.27888,76.25541419,3.412073491,7.947454374,4.607157545,0.739560008,76.58872117,19.41865802,41.71359425,0.675028205,0.208503187,0.574535906,96,21.8675,63.41375,61.93997315,3.16,1.670357718,57354547991,0.606891453,0.219665527,0.145079002,0.130108804,0.353815705,0.18164286,5.221613884,6.3646965,32.6,32.5,9.8,12.1,76.92439024,4267558,1898807,0.540830553,0.119478688,1.17739553,2012,1
Croatia,26.9548281,34.33635909,55964,1113,27.49451383,0.201164097,0.119011506,100,33.6,3714.382988,16236.4,21998.12626,75.73420413,-0.21519616,8.420019467,4.607157545,0.772589982,93.54175174,19.59870503,41.94380475,0.677013695,0.204176322,0.574535906,96,21.8675,63.41375,68.57,3.052949,1.823181516,59342363989,0.619112372,0.192247406,0.218247041,0.137211248,0.276575357,0.190162286,5.176151276,5.56410217,29.3,32.1,9.3,12,77.47804878,4238389,1868155,0.514960289,0.124685392,0.840341627,2014,1
Croatia,27.62490172,34.38139161,55964,1113,32.35771589,0.156147197,0.12338236,100,31.83,1331.112025,16876.8,22671.43852,74.58989708,-1.125,5.468423368,4.607157545,0.849950016,93.49656102,20.97492198,40.43761704,0.422897965,0.200039595,0.574535906,96,21.8675,66.43333333,72.69726967,3.160829,1.600350639,52512987756,0.654191136,0.203295976,0.340458125,0.153430045,0.238647386,0.188440174,4.896224499,5.58271697,27.9,30.9,9,12.3,78.02195122,4174349,1819891,0.525383711,0.122539222,1.041728075,2016,1
Croatia,26.51704667,34.55989565,55964,1113,35.38240913,0.046951234,0.123989016,100,32.83,1331.112025,16433.4,22213.71599,73.04415338,1.50012501,5.468423368,4.607157545,0.951250017,83.82800703,20.90644298,38.81776637,0.514107943,0.200347409,0.729365647,96,21.8675,66.52166667,75.29462599,3.1,1.55248992,61481309636,0.793498814,0.208318025,0.30137977,0.137300074,0.489818364,0.197632849,3.945780039,5.57184922,24.8,29.7,9,12.9,78.07073171,4087843,1759939,0.44627142,0.112149946,0.576855823,2018,1
Cuba,60.70274333,27.54603533,106440,1335,13.45686473,0.308642894,0.189967379,97.78595734,15.61,1295.700593,28110,43297.94278,106.0730646,4.918951924,5.468423368,4.607157545,0.607670009,51.20181838,15.53662303,25.60454474,-0.33480683,0.241073772,0.574535906,96,21.8675,63.41375,15.9,2.07,3.326856112,59562962963,0.349292427,0.249322861,-0.722509027,0.166649207,-1.671913028,0.20851256,12.83730984,9.70249748,24.8,35.7,11.417,8.297,77.661,11290417,2642296,-1.616887093,0.134870842,4.472819539,2010,1
Cuba,60.06244784,28.43720991,106649,1335,13.45686473,0.228043005,0.172808662,98.26083374,19.38,1372.853645,28690.9,44295.12604,106.042157,4.918951924,5.468423368,4.607157545,0.407160014,51.20181838,15.53662303,25.60454474,-0.376645595,0.22493948,0.574535906,96,21.8675,63.41375,21.2,2.2,3.937599978,73141000000,0.307248294,0.233037114,-0.708632588,0.165395603,-1.561159611,0.217187047,11.55166054,8.06292343,24.8,35.7,11.191,8.571,77.833,11309290,2625904,-1.51460743,0.131868422,5.491060889,2012,1
Cuba,60.36223803,30.12497597,104020,1335,13.45686473,0.062915348,0.168420941,98.72861481,23.16,1447.666993,26677.1,42540.0504,108.9408383,4.918951924,5.468423368,4.607157545,0.415960014,51.20181838,15.53662303,25.60454474,-0.034200482,0.236896694,0.574535906,96,21.8675,63.41375,29.07018437,2.179734,3.536004761,80656100000,0.544822037,0.205589712,-0.65520066,0.182354435,-1.324815989,0.223447576,9.607468605,10.95757103,24.8,35.7,10.86,8.833,77.853,11332026,2622117,-1.544796467,0.138535842,5.29472841,2014,1
Cuba,59.8490965,31.1514802,104040,1335,13.45686473,0.135692075,0.17127198,99.17726135,19.2,1331.112025,27176.4,42569.13595,109.0158785,4.918951924,5.468423368,4.607157545,0.342229992,51.20181838,15.53662303,25.60454474,-0.123933308,0.226964265,0.574535906,96,21.8675,63.41375,42.97867519,2.346459,3.072187925,91370407864,0.673131645,0.214360997,-0.459497154,0.202098548,-1.35518074,0.229022488,9.013133049,10.94801617,24.8,35.7,10.351,9.348,77.643,11342012,2616602,-1.560087204,0.132954612,5.043197144,2016,1
Cuba,60.69364162,31.23314066,103800,1335,13.45686473,0.134128854,0.158998594,99.61262512,23.99,1331.112025,26674.6,41721.43901,109.1352987,4.918951924,5.468423368,4.607157545,0.536909997,51.20181838,15.53662303,25.60454474,-0.250046611,0.243600756,0.574535906,96,21.8675,63.41375,62.67892362,2.2,2.876207372,1.0005E+11,0.640438855,0.221038386,-0.464358032,0.17973043,-1.479342222,0.218948662,4.138329983,9.77754307,24.8,35.7,10.348,9.815,77.496,11328244,2601305,-1.4568187,0.137954757,4.334299297,2018,1
Cyprus,15.93073593,18.66569264,9240,498,50.35940976,1.073370457,0.2171399,100,4.32,4335.708226,8307.1,9493.572217,116.2200216,2.372651837,5.468423368,4.607157545,0.400070012,51.20181838,48.56342169,60.97039877,1.421165586,0.240923077,0.574535906,96,21.8675,63.41375,40.77,2.92,1.684599658,23968764030,0.537055731,0.26269111,1.105589747,0.185086966,1.33180058,0.247530371,6.280829906,2.31242609,24.8,31.1,11.821,6.598,78.81,1073873,343833,1.066655755,0.160802051,1.210571455,2007,1
Cyprus,12.39177489,18.70562771,9240,498,57.20063436,0.969285846,0.189562485,100,6.5,4516.299219,7898.4,9208.664533,122.2603896,2.430040841,5.468423368,4.607157545,0.442919999,51.20181838,23.1149202,39.0742409,1.526511192,0.238016546,0.686361969,96,21.8675,63.41375,52.99,3.13,1.852924551,25732125694,0.452444822,0.243547097,1.209607244,0.163558453,1.42102325,0.246133357,6.525599957,2.98153758,24.6,31.5,12.045,6.412,79.665,1129686,366572,1.023390651,0.146708935,0.708161696,2010,1
Cyprus,12.65151515,18.7,9240,498,61.70435569,1.243302345,0.175937667,100,8.6,3960.033064,7098.8,8444.283423,125.1683983,2.3890541,5.468423368,4.607157545,0.437649995,51.20181838,23.40029928,41.36202992,1.383601069,0.229787514,0.574535906,96,21.8675,63.41375,60.6898684,3.24,1.654751702,24977293926,0.635126054,0.226807356,1.093559384,0.164963275,1.124545097,0.262719721,5.911854744,3.00964808,27.1,34.3,11.762,6.439,80.109,1156556,378645,1.022023559,0.144135207,1.902198466,2012,1
Cyprus,11.79437229,18.69437229,9240,498,81.43914134,1.071142793,0.167296931,100,9.49,3548.868092,6811.8,8137.045114,127.3804113,-1.354988854,5.468423368,4.607157545,0.512049973,51.20181838,24.79036195,48.98692559,1.135932565,0.243148312,0.574535906,96,21.8675,63.41375,69.33,3.000577,1.54260196,23155988617,0.551882088,0.200113058,1.074913144,0.182040319,1.094099283,0.232221752,6.421110153,2.95597911,27.4,35.6,11.163,6.317,80.771,1176995,388043,1.019994974,0.154293895,0.934583409,2014,1
Cyprus,11.83874459,18.68073593,9240,498,89.882339,0.789838016,0.174521029,100,10.27,1331.112025,7219.2,8598.436545,129.6408009,-1.429166667,5.468423368,4.607157545,0.519699991,51.20181838,23.62100316,36.12120655,0.926982343,0.231830165,0.574535906,96,21.8675,71.34791667,75.9002054,2.999061,1.404557612,20952955488,0.593786836,0.210856497,0.693356812,0.198882312,1.040424824,0.238648146,6.11811018,2.80833411,27.7,32.9,11.419,6.462,81.056,1197881,396726,1.046641469,0.150205627,1.08524925,2016,1
Cyprus,14.33408009,18.67640693,9240,498,93.43035642,0.607826233,0.156323329,100,12.02,1331.112025,7198.6,8560.320828,131.9081169,1.435491195,5.468423368,4.607157545,0.614049971,51.20181838,24.04870067,38.74581853,0.883697271,0.221195087,0.754617035,96,21.8675,80.7175,84.43358252,3.15,1.760545917,25523485043,0.484394073,0.212974012,0.721238017,0.165898308,0.862575233,0.243935689,5.039629459,2.87702394,23.9,32.7,10.843,6.612,81.382,1218831,404530,1.015942931,0.154611319,1.230687437,2018,1
Czechia,46.5592233,34.32172168,77250,677,18.03055641,0.321369082,0.13562046,100,8.32,6518.217413,124432.8,144802.4928,133.3181618,2.853124372,2.171131434,2.949825667,1.295719981,51.20181838,14.61169007,32.35668668,0.845191836,0.208708152,0.574535906,96,21.8675,63.41375,51.93,3.13,1.423716289,1.90184E+11,1.015414,0.239249796,0.878743947,0.144061446,1.053171277,0.185299605,3.84717989,5.01563358,24.8,26,11.1,10.2,76.72439024,10298828,2733000,0.995283782,0.134708971,1.218824571,2007,1
Czechia,45.62890069,34.40864949,77230,677,19.04609483,0.384590119,0.12382511,100,10.95,6348.424398,114167.6,134691.9645,135.6261815,1.472727273,7.4188898,4.941066667,1.326699972,51.20181838,13.65075748,34.98733993,0.901729405,0.208492503,0.574535906,96,21.8675,63.41375,68.82,3.51,1.194772181,2.0907E+11,0.989233732,0.239330947,0.93091917,0.132557839,1.297292113,0.198389038,4.033500195,5.71528721,24.8,26.6,11.2,10.2,77.42439024,10474410,2801381,1.014865041,0.129300565,0.984256765,2010,1
Czechia,45.65440891,34.46567396,77230,677,21.30696922,0.310179651,0.116355352,100,12.8,6304.571923,107320.2,128574.252,136.0971773,3.287623066,3.899227454,4.789916983,1.76967001,51.20181838,14.92876345,36.60888275,0.921718597,0.201146349,0.574535906,96,21.8675,63.41375,73.43000782,3.14,1.063216817,2.08858E+11,1.054106116,0.219665527,1.022601604,0.127773553,1.053033829,0.200749218,4.220709801,5.83021832,24.8,26.1,10.3,10.3,78.07560976,10510785,2817206,0.97037971,0.12053448,0.998947347,2012,1
Czechia,45.53224553,34.52716913,77220,677,22.65406917,0.430063665,0.119011506,100,14.85,6258.891037,99960.6,120621.652,136.30338,0.34398859,2.014426432,4.607157545,1.958330035,51.20181838,14.42965406,34.47120715,1.031953812,0.204176322,0.574535906,96,21.8675,63.41375,74.23171164,3.492416,0.966227818,2.09359E+11,0.989990473,0.192247406,1.138921142,0.137211248,1.001393437,0.206205934,3.965229988,6.2726655,24.8,25.9,10.4,10,78.82439024,10525347,2801426,1.026692152,0.127937168,0.770168319,2014,1
Czechia,45.1754954,34.57907007,77210,677,22.59965227,0.556319892,0.12338236,100,14.77,1331.112025,102998,124271.9489,136.8518586,0.683504209,2.734581774,4.15717568,1.670029998,51.20181838,14.91277755,32.83553682,1.008605719,0.200039595,0.574535906,96,21.8675,78.0025,76.4811987,3.674309,0.996128103,1.96272E+11,0.963384211,0.203295976,0.988416016,0.153430045,0.973719299,0.202891126,5.553730011,5.81872368,24.8,25.4,10.7,10.2,79.02682927,10566332,2792682,1.025373697,0.125633404,0.617425231,2016,1
Denmark,65.65,14.66225,40000,703,36.25204053,2.352359056,0.153291345,100,21.2,6327.506456,48124.8,63737.42493,138.692075,2.31092437,5.468423368,4.607157545,2.917069912,51.20181838,32.73723667,42.2686056,2.100070477,0.218765646,0.748738408,96,21.8675,63.41375,88.72,3.85,1.398621787,3.21995E+11,1.040961027,0.239330947,1.898441792,0.15479517,1.873854399,0.235530734,8.559550285,8.93877125,18.3,27.2,11.4,9.8,79.1,5547683,732572,1.541956902,0.146318108,0.756641079,2010,1
Denmark,65.6,15.04415,40000,703,39.53185726,2.382462263,0.136289701,100,26.93,6038.552307,38216.2,53122.4767,139.7893,2.397914857,5.468423368,4.607157545,2.981250048,51.20181838,33.44639821,43.52369493,1.986991048,0.210567564,0.574535906,96,21.8675,63.41375,92.26001172,4.02,1.351818973,3.27149E+11,0.914910674,0.219665527,1.875066876,0.15071708,1.799161315,0.225645676,7.237820148,8.87701893,17.5,27.8,10.4,9.4,80.05121951,5591572,718964,1.674114227,0.133328661,0.839141936,2012,1
Denmark,66.315775,15.42605,40000,703,39.15378028,2.252340317,0.130695611,100,30.19,5858.801536,35820,50328.46514,141.086875,0.56402054,5.468423368,4.607157545,2.914089918,51.20181838,36.50029166,40.91077743,1.785383344,0.211063221,0.574535906,96,21.8675,63.41375,95.99,3.78252,1.149273286,3.52994E+11,0.951779723,0.192247406,2.10087657,0.16193755,1.681104422,0.228099748,7.634850025,8.70544338,17.9,28.4,10.1,9.1,80.7,5643475,710514,1.524606586,0.142199576,1.309583274,2014,1
Denmark,65.6275,15.6165,40000,703,39.28896021,2.202885151,0.137088075,100,31.95,1331.112025,35340.3,49939.3101,143.20025,0.25,5.468423368,4.607157545,3.092829943,51.20181838,33.29505948,38.38361541,1.821736574,0.208868816,0.574535906,96,21.8675,77.63833333,96.96778525,3.815794,1.147637617,3.13116E+11,0.852912426,0.203295976,1.883536696,0.168872342,1.563642383,0.227201536,7.476940155,8.6299839,16.8,28.2,10.8,9.2,80.85365854,5728010,707867,1.541412592,0.141870707,0.981275683,2016,1
Denmark,65.8125,15.664,40000,703,43.68583679,2.15647912,0.135948211,100,34.56,1331.112025,33133.3,47108.3564,144.8409,0.813609467,5.468423368,4.607157545,2.966029882,51.20181838,32.2352444,36.80224648,1.810584188,0.209096208,0.770831823,96,21.8675,86.76458333,97.31920437,3.99,1.277539272,3.56841E+11,0.931788921,0.208318025,1.773296595,0.152301222,1.628394127,0.22204648,7.000150204,8.45675373,17.4,28.2,10.6,9.5,80.95365854,5793636,702536,1.573501945,0.123570561,1.005776975,2018,1
Dominican Republic,50.03104947,42.28782861,48310,1410,19.61244189,-0.77585125,0.167552084,96.876342,17.89,1349.895971,20626.8,31781.46154,194.6223556,6.143566552,7.609744711,4.607157545,0.730717461,51.20181838,14.88626837,13.58623375,-0.666550159,0.219066575,0.574535906,96,21.8675,63.41375,17.66,2.38,0.627619057,43965458509,-0.07857246,0.244294539,-0.625862598,0.159008205,-0.223225877,0.206279173,2.046789885,1.68479145,24.8,48.9,21.705,5.859,71.371,9402206,2818781,0.197003677,0.133209616,22.45217771,2007,1
Dominican Republic,49.61705651,42.91285448,48310,1410,14.93125147,-0.8830809,0.171188563,98.145414,16.91,1383.320265,20680.8,32784.70389,202.3546885,6.329932201,6.347720679,4.607157545,0.730717461,51.20181838,12.20740113,14.20876704,-0.687138081,0.212392136,0.574535906,96,138.4,63.41375,31.4,2.82,0.667531705,53860187258,-0.044954035,0.243547097,-0.855494201,0.153985783,-0.116028167,0.191954479,4.138329983,2.51638484,35.4,47.3,22.038,5.821,72.093,9775755,2565842,0.073861897,0.129464313,25.30750822,2010,1
Dominican Republic,48.68557235,43.16563858,48310,1410,14.96089363,-0.897264659,0.148894459,97.86705,16.48,1484.415827,21681.5,33969.17568,207.6357276,3.694497079,9.880588134,4.607157545,0.730717461,51.20181838,13.02648297,15.83492098,-0.538394749,0.20936498,0.574535906,96,21.8675,63.41375,42.32,2.7,0.653151462,60681535653,0.252366811,0.221984327,-0.716865838,0.151890144,-0.061866112,0.200557947,4.138329983,2.76371336,34.9,46.1,21.454,5.802,72.514,10030882,2427273,0.1245922,0.121617734,22.61017413,2012,1
Dominican Republic,48.68557235,43.41842269,48310,1410,14.92037305,-0.841781139,0.143595994,98.470979,17.28,1597.142222,21450.7,34091.50908,212.8361623,2.998642261,9.184329642,4.607157545,0.730717461,51.20181838,13.38644704,15.64190471,-0.456321061,0.232618153,0.574535906,96,21.8675,63.41375,49.58,2.860551,0.651437856,67179955677,0.145934492,0.196386188,-0.38400799,0.165181413,0.033338461,0.21612002,3.622434378,2.46088839,29.2,44.3,20.867,5.827,72.867,10282115,2295996,0.188977703,0.127508968,17.60338218,2014,1
Dominican Republic,50.27944525,43.71227489,48310,1410,15.4267939,-0.810025573,0.14550586,98.9,15.31,1331.112025,24593.5,37760.74806,217.9174498,1.614166072,12.8346074,4.607157545,0.730717461,51.20181838,12.91086855,16.14900374,-0.29082647,0.209278926,0.574535906,96,41.3,60.835,63.87086474,2.62728,0.634030553,75704647878,0.241259411,0.206087306,-0.39485696,0.170180321,-0.009296678,0.207080424,3.850495577,2.66466618,23.1,45.7,20.258,5.964,72.987,10527592,2164894,0.181932896,0.125404328,15.35013968,2016,1
Dominican Republic,50.27944525,44.0471952,48310,1410,15.58136779,-0.830727458,0.132649019,98.9,15.95,1331.112025,25366,39252.48133,222.8427034,3.56443426,8.079225853,4.607157545,0.730717461,51.20181838,13.02493499,15.70455214,-0.388692081,0.212409139,0.506880283,96,21.8675,61.12166667,74.82204836,2.66,0.69399111,85555390139,0.012199945,0.212307975,-0.365889728,0.151583955,-0.028536692,0.199100927,3.918210745,2.52541804,18.8,43.7,19.762,6.06,73.232,10765531,2037484,0.125113517,0.128005251,9.920551523,2018,1
Ecuador,29.84377517,53.30521421,248360,2274,7.41779604,-0.74563235,0.185072362,96.812618,15.88,955.8067435,30635.9,63144.88718,57.38377758,2.27618478,5.468423368,4.607157545,0.131940007,51.20181838,15.53662303,25.60454474,-0.86144954,0.223827094,0.574535906,96,21.8675,63.41375,10.8,2.6,2.56823582,51007777000,-0.815987229,0.26269111,-1.032861471,0.16493535,-1.136937976,0.212069124,4.138329983,2.04557705,24.8,53.4,22.637,4.817,74.844,14251835,5400875,-0.161115885,0.118871175,15.94882287,2007,1
Ecuador,30.18883878,52.45687711,248360,2274,6.439320518,-0.70774436,0.167790592,97.462142,11.79,1139.591256,37254,71886.09941,60.35426397,3.554377346,5.468423368,4.607157545,0.402969986,51.20181838,15.53662303,25.60454474,-0.674511254,0.212392136,0.525806725,96,30,63.41375,29.03,2.77,3.010551292,69555367000,-0.586674452,0.243547097,-1.143229127,0.149675846,-1.12405169,0.191954479,4.507430077,2.83477545,46.08,48.8,21.892,4.852,75.43,14989585,5592614,-0.23108083,0.112505354,17.50548739,2010,1
